Quotation_ID,Date,Client,Project,Item,Unit,Quantity,Cement_Bags,Sand_CFT,Aggregate_CFT,Steel_Kg,Bricks_Nos,Water_Cost,Equipment_Cost,Labour_Cost,Electrical_Cost,Material_Cost,Transport,Safety,GST,Profit,Total
QTN-00312,2026-11-17,Green Homes,Project 33,PCC,Nos,428,530,677,354,2368,6437,3801,40596,6469,4253,568037,12387.1,6193.55,114828.42,75276.41,828040.47
QTN-00313,2026-07-24,XYZ Infra,Project 74,Painting,Nos,210,2,198,694,1473,3331,2376,9313,50800,6838,239519,6129.4,3064.7,56819.54,37248.36,409732
QTN-00314,2026-10-19,Green Homes,Project 40,Flooring,Nos,418,474,787,231,2760,1473,3150,34368,79007,7035,525914,12926.48,6463.24,119828.47,78554.22,864096.41
QTN-00315,2026-07-15,ABC Builders,Project 5,Plastering,Nos,89,392,115,870,1319,6336,3632,20372,91175,14624,443245,11388.32,5694.16,105569.73,69206.82,761275.03
QTN-00316,2026-09-05,XYZ Infra,Project 39,Flooring,Nos,33,559,748,418,2050,6687,1802,21058,85642,617,570598,13558.3,6779.15,125685.44,82393.79,906331.68
QTN-00317,2026-03-15,Skyline,Project 100,Plastering,Nos,209,137,172,32,2033,3506,1614,31886,4468,1275,261387,5980.32,2990.16,55437.57,36342.4,399766.45
QTN-00318,2026-09-17,SPPS Construction,Project 57,Flooring,Nos,60,277,297,531,482,2445,4761,29887,40678,8497,272601,7033.26,3516.63,65198.32,42741.12,470152.33
QTN-00319,2026-08-18,SPPS Construction,Project 85,Earthwork,Nos,392,505,488,410,1663,4189,132,13970,71869,1915,473859,11232.26,5616.13,104123.05,68258.44,750842.88
QTN-00320,2026-12-23,XYZ Infra,Project 19,Plastering,Nos,378,192,723,347,3385,8415,4725,30713,52049,5523,511800,12001.7,6000.85,111255.76,72934.33,802277.64
QTN-00321,2026-06-03,XYZ Infra,Project 59,Painting,Nos,364,102,438,34,1435,7654,3616,1233,77386,7720,257493,6876.64,3438.32,63746.45,41789.34,459682.75
QTN-00322,2026-06-24,Skyline,Project 23,Flooring,Nos,72,381,661,765,2115,6612,1641,674,7546,6783,529292,10885.9,5442.95,100912.29,66153.61,727689.76
QTN-00323,2026-02-24,SPPS Construction,Project 16,Painting,Nos,487,224,665,126,2550,4668,3960,28959,71377,6367,401674,10167.54,5083.77,94253.1,61788.14,679669.55
QTN-00324,2026-03-24,Green Homes,Project 93,Earthwork,Nos,69,600,117,337,4465,1965,125,23910,62559,1183,670520,15163.44,7581.72,140565.09,92148.22,1013630.47
QTN-00325,2026-12-14,XYZ Infra,Project 93,Brickwork,Nos,497,499,303,360,994,4942,4702,24405,55858,8194,410778,9984.7,4992.35,92558.17,60677.02,667447.24
QTN-00326,2026-06-26,SPPS Construction,Project 94,Painting,Nos,264,40,445,537,3793,4263,4257,46055,59039,5262,440876,11024.64,5512.32,102198.41,66996.74,736964.11
QTN-00327,2026-03-16,Skyline,Project 86,PCC,Nos,12,342,476,606,4115,5955,770,492,50270,2073,621735,13491.4,6745.7,125065.28,81987.24,901859.62
QTN-00328,2026-09-27,Green Homes,Project 7,RCC,Nos,83,443,652,900,1852,7215,1365,3573,42755,3216,557495,12140.78,6070.39,112545.03,73779.52,811574.72
QTN-00329,2026-04-12,Skyline,Project 81,Painting,Nos,136,149,111,423,4231,1391,1253,6943,67714,6120,456396,10743.46,5371.73,99591.87,65288.01,718168.07
QTN-00330,2026-09-04,XYZ Infra,Project 24,Waterproofing,Nos,188,442,78,738,4086,3092,1071,4035,99513,19504,625957,14980.18,7490.09,138866.27,91034.55,1001380.09
QTN-00331,2026-02-27,ABC Builders,Project 73,Waterproofing,Nos,67,22,580,236,3224,2808,4771,38245,2392,3245,353655,7950.74,3975.37,73703.36,48316.65,531483.12
QTN-00332,2026-10-15,XYZ Infra,Project 39,RCC,Nos,422,342,311,560,3495,6335,3726,29001,11136,7223,562511,12197.42,6098.71,113070.08,74123.72,815360.93
QTN-00333,2026-12-05,SPPS Construction,Project 72,Flooring,Nos,147,282,281,245,1545,3918,3550,12085,84619,7764,329549,8680.34,4340.17,80466.75,52750.43,580254.69
QTN-00334,2026-08-04,ABC Builders,Project 87,PCC,Nos,433,382,309,599,2609,4152,4164,648,91251,7364,501555,12016.36,6008.18,111391.66,73023.42,803257.62
QTN-00335,2026-02-12,XYZ Infra,Project 72,RCC,Nos,343,5,667,193,3067,2767,785,2489,81315,8663,331716,8483.66,4241.83,78643.53,51555.2,567107.22
QTN-00336,2026-09-06,Skyline,Project 35,PCC,Nos,278,573,213,233,2939,8705,1448,28508,82858,17548,594363,14465.54,7232.77,134095.56,87907.09,966977.95
QTN-00337,2026-10-21,ABC Builders,Project 7,Waterproofing,Nos,214,266,230,152,3294,8866,2763,38936,26738,6578,477081,10986.66,5493.33,101846.34,66765.93,734425.26
QTN-00338,2026-06-02,Skyline,Project 50,PCC,Nos,277,311,25,441,4456,7569,2294,46548,41739,1052,591916,13625.1,6812.55,126304.68,82799.73,910797.06
QTN-00339,2026-02-17,Skyline,Project 65,Brickwork,Nos,386,569,715,703,2065,1274,4883,41783,54921,182,567560,13288.92,6644.46,123188.29,80756.77,888324.44
QTN-00340,2026-07-17,XYZ Infra,Project 47,Waterproofing,Nos,142,88,174,283,1025,2150,2666,14818,15811,10839,184221,4513.78,2256.89,41842.74,27430.24,301732.65
QTN-00341,2026-12-11,XYZ Infra,Project 54,Brickwork,Nos,498,334,789,434,3474,5062,1263,44419,62767,12857,567809,13757.04,6878.52,127527.76,83601.53,919616.85
QTN-00342,2026-02-28,ABC Builders,Project 90,Plastering,Nos,263,290,712,576,2702,2771,3434,40034,13574,8221,484832,10933.22,5466.61,101350.95,66441.18,730852.96
QTN-00343,2026-04-21,XYZ Infra,Project 30,Waterproofing,Nos,166,12,155,723,89,7921,2990,36978,41856,1294,177593,5154.42,2577.21,47781.47,31323.41,344557.51
QTN-00344,2026-03-14,SPPS Construction,Project 95,PCC,Nos,465,369,755,592,4762,1197,2100,37074,75058,1645,666316,15601.86,7800.93,144629.24,94812.5,1042937.54
QTN-00345,2026-05-17,XYZ Infra,Project 21,RCC,Nos,18,162,503,877,3647,8049,1663,12648,93378,4923,557960,13378.18,6689.09,124015.73,81299.2,894291.2
QTN-00346,2026-03-27,Skyline,Project 95,PCC,Nos,291,374,248,897,3331,8994,2762,39780,51751,15094,620319,14538.88,7269.44,134775.42,88352.77,971880.51
QTN-00347,2026-12-04,ABC Builders,Project 58,RCC,Nos,296,343,646,280,4211,8827,1726,49861,45322,4983,627797,14559.26,7279.63,134964.34,88476.62,973242.85
QTN-00348,2026-03-24,Skyline,Project 1,Brickwork,Nos,387,115,633,317,3032,1506,1420,36907,75011,11186,381298,10088.04,5044.02,93516.13,61305.02,674355.21
QTN-00349,2026-12-17,ABC Builders,Project 32,Waterproofing,Nos,89,362,730,49,2698,7449,2648,34009,63023,2718,491770,11830.4,5915.2,109667.81,71893.34,790826.75
QTN-00350,2026-03-19,XYZ Infra,Project 99,RCC,Nos,169,159,320,789,1413,7310,2365,24551,72704,10945,358650,9337,4668.5,86553.99,56740.95,624150.44
QTN-00351,2026-02-01,Green Homes,Project 52,Flooring,Nos,125,401,594,766,2495,6587,1202,40696,56436,19047,560913,13541.84,6770.92,125532.86,82293.76,905231.38
QTN-00352,2026-05-16,ABC Builders,Project 30,Plastering,Nos,51,385,255,706,4664,475,4037,12199,87129,2308,636007,14752.86,7376.43,136759.01,89653.13,986184.43
QTN-00353,2026-02-18,ABC Builders,Project 44,Earthwork,Nos,355,581,215,50,4096,7682,883,23173,66196,9185,654189,15054.86,7527.43,139558.55,91488.38,1006372.23
QTN-00354,2026-08-27,Green Homes,Project 19,Earthwork,Nos,335,471,353,384,1990,8713,4513,4248,2374,14150,509737,10610.18,5305.09,98356.37,64478.06,709258.7
QTN-00355,2026-09-28,Green Homes,Project 63,Painting,Nos,239,300,157,399,4294,8786,999,35371,5461,4159,588777,12675.36,6337.68,117500.59,77028.16,847309.79
QTN-00356,2026-07-22,ABC Builders,Project 33,Brickwork,Nos,78,90,117,373,2529,4547,3897,21747,83422,9188,324568,8778.5,4389.25,81376.69,53346.94,586816.39
QTN-00357,2026-12-21,ABC Builders,Project 50,RCC,Nos,107,346,421,106,2510,7096,204,46023,58016,2212,447322,11071.46,5535.73,102632.43,67281.26,740093.89
QTN-00358,2026-08-24,Skyline,Project 96,PCC,Nos,87,380,209,221,1688,1703,4650,960,76934,18443,359114,9109.02,4554.51,84440.62,55355.51,608910.66
QTN-00359,2026-08-15,XYZ Infra,Project 17,Brickwork,Nos,403,258,221,819,2729,7762,833,49052,80469,15171,499664,12887.12,6443.56,119463.6,78315.03,861465.31
QTN-00360,2026-12-04,Green Homes,Project 33,Flooring,Nos,88,276,721,787,1288,3786,443,3176,2433,10428,403651,8393.76,4196.88,77810.16,51008.88,561097.67
QTN-00361,2026-04-01,Skyline,Project 91,RCC,Nos,373,67,276,366,3112,8906,2245,44689,78638,16658,403043,10860.56,5430.28,100677.39,65999.62,725995.85
QTN-00362,2026-09-12,ABC Builders,Project 90,Brickwork,Nos,335,416,0,619,4974,9685,1564,49606,99444,7071,713574,17393.9,8696.95,161241.45,105702.73,1162730.03
QTN-00363,2026-01-07,ABC Builders,Project 88,Flooring,Nos,159,17,622,791,1235,3213,1644,22470,79731,4786,272303,7585.8,3792.9,70320.37,46098.91,507087.97
QTN-00364,2026-03-19,Green Homes,Project 30,Painting,Nos,157,0,249,847,3780,7960,2099,2308,59654,15933,470839,10974.68,5487.34,101735.28,66693.13,733624.43
QTN-00365,2026-07-27,SPPS Construction,Project 98,Brickwork,Nos,111,486,385,574,3733,8987,1153,46016,79747,6890,671404,16081.14,8040.57,149072.17,97725.09,1074975.97
QTN-00366,2026-06-03,Green Homes,Project 68,Earthwork,Nos,438,323,531,745,1909,9484,1946,8708,40271,3383,498223,11011.7,5505.85,102078.46,66918.1,736099.11
QTN-00367,2026-10-09,XYZ Infra,Project 78,PCC,Nos,262,333,556,1,2185,2739,2463,18095,15163,6779,382700,8454.74,4227.37,78375.44,51379.45,565174
QTN-00368,2026-03-18,ABC Builders,Project 39,RCC,Nos,226,62,139,571,2526,4786,212,29721,30889,14280,335490,8207.6,4103.8,76084.45,49877.59,548653.44
QTN-00369,2026-04-22,SPPS Construction,Project 80,Brickwork,Nos,417,276,702,880,3635,354,3900,25373,96618,371,565317,13753.58,6876.79,127495.69,83580.51,919385.56
QTN-00370,2026-11-03,XYZ Infra,Project 74,Earthwork,Nos,243,135,784,9,2131,217,2635,43376,28261,4633,288746,7300.32,3650.16,67673.97,44364.04,488004.49
QTN-00371,2026-02-05,SPPS Construction,Project 72,PCC,Nos,480,86,279,459,3579,4487,3292,8740,48886,10984,423713,9846.46,4923.23,91276.68,59836.94,658206.31
QTN-00372,2026-07-05,SPPS Construction,Project 75,Waterproofing,Nos,337,350,741,479,801,441,4592,8524,35577,19315,342455,8117.42,4058.71,75248.48,49329.56,542625.17
QTN-00373,2026-09-21,SPPS Construction,Project 44,PCC,Nos,195,172,112,425,4465,7738,3728,27509,77402,9469,537867,13044.94,6522.47,120926.59,79274.1,872015.1
QTN-00374,2026-09-24,XYZ Infra,Project 63,Flooring,Nos,337,37,246,797,545,3645,3576,44425,60283,11085,205581,6427.48,3213.74,59582.74,39059.8,429657.76
QTN-00375,2026-05-24,Green Homes,Project 34,Flooring,Nos,134,399,269,184,2635,5712,174,10220,40212,1208,466645,10365.7,5182.85,96090.04,62992.36,692915.95
QTN-00376,2026-02-23,XYZ Infra,Project 45,Painting,Nos,271,297,220,249,1103,4947,2662,352,7903,10211,306093,6491.18,3245.59,60173.24,39446.9,433915.91
QTN-00377,2026-02-24,Skyline,Project 92,RCC,Nos,229,425,144,601,3035,8155,3304,29038,38790,15489,571059,13087.52,6543.76,121321.31,79532.86,874861.45
QTN-00378,2026-12-26,Skyline,Project 72,Painting,Nos,371,452,583,146,3836,6904,4103,47986,35317,12231,614595,14202.58,7101.29,131657.92,86309.08,949399.87
QTN-00379,2026-04-11,ABC Builders,Project 14,Plastering,Nos,492,445,572,735,2590,9754,4961,7343,72408,732,611453,13838.72,6919.36,128284.93,84097.9,925076.92
QTN-00380,2026-06-28,Green Homes,Project 49,RCC,Nos,138,46,489,57,2706,5970,3946,19008,85441,351,321316,8522.32,4261.16,79001.91,51790.14,569691.53
QTN-00381,2026-08-10,Skyline,Project 83,RCC,Nos,396,548,23,549,4944,2382,2934,42125,72530,3818,707110,16511.66,8255.83,153063.09,100341.36,1103754.94
QTN-00382,2026-09-15,ABC Builders,Project 43,Waterproofing,Nos,381,453,171,314,1127,555,2828,10865,23189,251,347003,7626.16,3813.08,70694.5,46344.17,509785.92
QTN-00383,2026-05-02,Green Homes,Project 71,Earthwork,Nos,137,498,200,50,146,1687,3488,6277,5560,2444,274034,5766.3,2883.15,53453.6,35041.81,385459.86
QTN-00384,2026-12-12,Skyline,Project 96,Plastering,Nos,288,230,281,239,3960,6164,1168,25650,33850,11491,502140,11462.62,5731.31,106258.49,69658.34,766241.76
QTN-00385,2026-11-21,Green Homes,Project 80,PCC,Nos,214,403,561,248,2983,7287,924,36793,92296,9532,538935,13551.12,6775.56,125618.88,82350.16,905851.72
QTN-00386,2026-02-19,Skyline,Project 38,Plastering,Nos,220,227,781,187,261,9967,3010,53,60837,3878,289391,7083.18,3541.59,65661.08,43044.48,473489.33
QTN-00387,2026-04-15,Skyline,Project 78,Painting,Nos,89,332,66,498,3983,7449,2642,18007,3075,12411,575399,12177.84,6088.92,112888.58,74004.73,814052.07
QTN-00388,2026-04-19,Green Homes,Project 100,RCC,Nos,154,243,524,546,288,9344,1895,19493,83006,16346,315037,8677.64,4338.82,80441.72,52734.02,580074.2
QTN-00389,2026-03-18,Green Homes,Project 79,PCC,Nos,380,544,702,456,536,54,1859,47452,33951,18450,398171,9960.48,4980.24,92333.65,60529.84,665828.21
QTN-00390,2026-08-28,Skyline,Project 7,Waterproofing,Nos,278,360,37,553,4473,1824,4748,21134,75244,2229,586135,13694.84,6847.42,126951.17,83223.54,915458.97
QTN-00391,2026-02-04,SPPS Construction,Project 84,PCC,Nos,20,293,765,822,4658,4166,3788,20028,48321,17614,678156,15282.38,7641.19,141667.66,92871.02,1021581.26
QTN-00392,2026-01-07,SPPS Construction,Project 25,Brickwork,Nos,251,115,531,680,2793,5674,391,48499,94242,4799,431088,11572.56,5786.28,107277.63,70326.45,773590.92
QTN-00393,2026-01-02,Green Homes,Project 22,Waterproofing,Nos,113,58,660,666,1630,6943,2023,43969,22617,6208,338637,8228.62,4114.31,76279.31,50005.32,550058.56
QTN-00394,2026-01-24,Skyline,Project 38,RCC,Nos,349,352,291,220,3590,8857,3937,42333,85237,6174,552123,13717.34,6858.67,127159.74,83360.28,916963.03
QTN-00395,2026-07-06,SPPS Construction,Project 22,RCC,Nos,415,298,73,829,2473,8670,1591,17814,93031,2743,495846,12188.68,6094.34,112989.06,74070.61,814776.69
QTN-00396,2026-01-12,ABC Builders,Project 73,RCC,Nos,316,345,411,900,3345,9582,291,36892,4810,11900,623952,13551.08,6775.54,125618.51,82349.91,905849.04
QTN-00397,2026-04-25,Green Homes,Project 43,Flooring,Nos,315,300,50,711,3732,1729,710,2193,50803,14843,518762,11732.02,5866.01,108755.83,71295.49,784250.34
QTN-00398,2026-10-08,SPPS Construction,Project 23,Plastering,Nos,448,82,221,134,3297,8207,3356,13312,81364,6107,386947,9754.6,4877.3,90425.14,59278.7,652065.75
QTN-00399,2026-03-01,ABC Builders,Project 98,PCC,Nos,26,288,550,496,1217,2434,2368,8769,93991,6766,346235,9115.22,4557.61,84498.09,55393.19,609325.11
QTN-00400,2026-11-28,SPPS Construction,Project 17,PCC,Nos,455,450,277,107,3666,9514,990,10731,67036,8476,589552,13515.9,6757.95,125292.39,82136.12,903497.37
QTN-00401,2026-01-02,XYZ Infra,Project 49,Brickwork,Nos,136,436,751,496,2339,8477,3064,22219,85495,10286,562105,13602.1,6801.05,126091.47,82659.96,909259.58
QTN-00402,2026-06-13,Green Homes,Project 72,Brickwork,Nos,169,553,720,47,3426,9315,1565,24089,85966,17312,645125,15449.84,7724.92,143220.02,93888.68,1032775.45
QTN-00403,2026-08-27,XYZ Infra,Project 90,Painting,Nos,317,91,421,125,1394,1902,1849,45770,63969,10966,211245,6639,3319.5,61543.53,40345.2,443797.23
QTN-00404,2026-01-18,XYZ Infra,Project 33,Flooring,Nos,109,149,410,725,3042,4075,4680,53,24723,3956,452280,9620.24,4810.12,89179.62,58462.2,643084.18
QTN-00405,2026-10-10,XYZ Infra,Project 65,Waterproofing,Nos,178,207,106,139,3087,709,3105,8923,57930,947,358612,8528.24,4264.12,79056.78,51826.11,570087.26
QTN-00406,2026-05-02,SPPS Construction,Project 19,Flooring,Nos,44,272,572,543,1556,6592,4494,33505,71976,17837,407250,10611.36,5305.68,98367.31,64485.23,709337.58
QTN-00407,2026-01-19,XYZ Infra,Project 41,Brickwork,Nos,119,432,46,653,4659,9005,3541,11342,39074,5950,701446,15156.24,7578.12,140498.34,92104.47,1013149.18
QTN-00408,2026-11-01,Green Homes,Project 54,RCC,Nos,248,527,296,374,3789,444,4792,4633,28886,16049,598229,12955.94,6477.97,120101.56,78733.25,866065.72
QTN-00409,2026-04-28,SPPS Construction,Project 52,Painting,Nos,312,114,772,386,1280,6952,1775,13448,8626,13201,312771,6960.92,3480.46,64527.73,42301.51,465316.62
QTN-00410,2026-04-18,Green Homes,Project 92,Earthwork,Nos,212,52,634,801,1169,2259,4173,20514,24372,13582,280160,6772.56,3386.28,62781.63,41156.85,452725.32
QTN-00411,2026-01-19,SPPS Construction,Project 64,Flooring,Nos,392,64,614,742,1620,4565,3567,5641,20746,7303,328547,7244.74,3622.37,67158.74,44026.28,484289.13
QTN-00412,2026-10-06,SPPS Construction,Project 82,Brickwork,Nos,250,149,489,896,754,5046,2316,2562,4098,7138,312924,6534.44,3267.22,60574.26,39709.79,436807.71
QTN-00413,2026-05-22,XYZ Infra,Project 44,PCC,Nos,111,205,589,867,2108,9352,1725,43134,50890,5234,478051,11546.18,5773.09,107033.09,70166.14,771827.49
QTN-00414,2026-03-22,Skyline,Project 91,Earthwork,Nos,394,446,416,528,476,8316,347,6428,20480,4565,399915,8627.76,4313.88,79979.34,52430.9,576739.87
QTN-00415,2026-10-18,ABC Builders,Project 96,Earthwork,Nos,223,283,350,610,1933,994,1679,30272,76056,2671,383156,9843.1,4921.55,91245.54,59816.52,657981.71
QTN-00416,2026-05-08,XYZ Infra,Project 51,Brickwork,Nos,143,357,506,852,4212,6313,2310,27827,68885,19258,672084,15761.08,7880.54,146105.21,95780.08,1053580.91
QTN-00417,2026-12-03,Green Homes,Project 17,Brickwork,Nos,283,273,114,318,2085,4329,2545,22844,6489,3921,363682,7938.72,3969.36,73591.93,48243.6,530679.62
QTN-00418,2026-02-27,Skyline,Project 55,Brickwork,Nos,330,447,538,479,269,4593,953,40281,88494,19173,359542,10149.8,5074.9,94088.65,61680.33,678483.68
QTN-00419,2026-05-04,ABC Builders,Project 67,Waterproofing,Nos,76,204,187,473,3620,7409,4260,28127,78427,1856,498552,12139.24,6069.62,112530.75,73770.16,811471.78
QTN-00420,2026-07-14,Skyline,Project 40,Painting,Nos,286,198,707,332,2785,258,3243,12307,92190,10003,399682,10283.64,5141.82,95329.34,62493.68,687430.48
QTN-00421,2026-12-05,Green Homes,Project 38,PCC,Nos,376,369,387,345,4822,9481,281,31344,81196,16983,676189,16114.24,8057.12,149379,97926.24,1077188.6
QTN-00422,2026-01-26,Green Homes,Project 88,Painting,Nos,437,208,443,739,2699,9448,2763,4348,97114,14289,498492,12284.86,6142.43,113880.65,74655.09,821206.04
QTN-00423,2026-06-06,XYZ Infra,Project 56,Flooring,Nos,349,48,426,599,1732,5798,531,36572,13116,9688,304375,7275.02,3637.51,67439.44,44210.3,486313.26
QTN-00424,2026-12-01,SPPS Construction,Project 99,Flooring,Nos,384,433,529,756,1196,9503,1672,29354,56584,1862,495286,11661.72,5830.86,108104.14,70868.27,779551
QTN-00425,2026-01-17,ABC Builders,Project 27,Earthwork,Nos,165,259,725,274,3253,2771,1499,23597,72889,11609,475072,11663.34,5831.67,108119.16,70878.12,779659.29
QTN-00426,2026-10-16,ABC Builders,Project 47,Waterproofing,Nos,36,130,733,103,1063,4005,659,9111,79214,10172,241924,6808.42,3404.21,63114.05,41374.77,455122.45
QTN-00427,2026-08-07,Green Homes,Project 14,Painting,Nos,256,146,48,161,2130,1471,4984,14101,63867,5698,265362,6980.56,3490.28,64709.79,42420.86,466629.49
QTN-00428,2026-09-24,SPPS Construction,Project 32,Painting,Nos,141,157,192,429,319,3402,3048,24587,74708,9607,191679,6011.62,3005.81,55727.72,36532.61,401858.76
QTN-00429,2026-01-13,SPPS Construction,Project 40,Painting,Nos,397,69,557,494,1941,4946,3478,24075,80225,11813,323511,8792.48,4396.24,81506.29,53431.9,587750.91
QTN-00430,2026-12-01,SPPS Construction,Project 85,RCC,Nos,324,490,181,70,3467,5780,2692,26500,65948,10873,552337,13113.16,6556.58,121558.99,79688.67,876575.41
QTN-00431,2026-08-22,Green Homes,Project 40,RCC,Nos,171,403,686,591,1275,7706,3642,14037,43742,15320,468065,10823.28,5411.64,100331.81,65773.07,723503.8
QTN-00432,2026-04-01,SPPS Construction,Project 80,Plastering,Nos,87,7,410,814,153,8180,3227,43869,84637,12235,213772,7090.26,3545.13,65726.71,43087.51,473962.61
QTN-00433,2026-03-27,ABC Builders,Project 72,Plastering,Nos,241,358,87,845,2258,4975,1914,18738,40666,15226,480524,11103.08,5551.54,102925.55,67473.42,742207.59
QTN-00434,2026-01-12,Skyline,Project 14,RCC,Nos,100,494,511,597,1676,2607,4617,6206,64646,4711,485993,11231.12,5615.56,104112.48,68251.52,750766.68
QTN-00435,2026-03-09,SPPS Construction,Project 91,RCC,Nos,310,192,639,470,2327,2861,2900,32488,52322,12021,394233,9821.28,4910.64,91043.27,59683.92,656523.1
QTN-00436,2026-08-01,SPPS Construction,Project 43,RCC,Nos,338,189,132,795,2900,8266,3994,18239,23563,10832,478632,10625.32,5312.66,98496.72,64570.07,710270.77
QTN-00437,2026-08-20,XYZ Infra,Project 50,Plastering,Nos,465,357,80,254,3954,3053,2261,15766,14154,10009,520765,11213.88,5606.94,103952.67,68146.75,749614.24
QTN-00438,2026-04-22,Skyline,Project 11,Flooring,Nos,235,60,138,679,934,7453,1271,46581,83154,19185,250465,7987.7,3993.85,74045.98,48541.25,533953.78
QTN-00439,2026-10-18,ABC Builders,Project 61,PCC,Nos,247,445,689,104,4817,6277,564,2074,47598,16761,679905,14926.76,7463.38,138371.07,90709.92,997809.13
QTN-00440,2026-05-17,ABC Builders,Project 98,RCC,Nos,397,524,500,244,1552,4182,1911,4053,63499,15479,456847,10797.56,5398.78,100093.38,65616.77,721784.49
QTN-00441,2026-10-18,SPPS Construction,Project 23,Waterproofing,Nos,283,174,540,329,1417,202,2350,14690,87035,8057,271221,7620.06,3810.03,70637.96,46307.1,509378.15
QTN-00442,2026-07-05,Green Homes,Project 68,Plastering,Nos,304,372,120,461,1572,5145,2244,45442,38067,18371,393624,9910.08,4955.04,91866.44,60223.56,662459.12
QTN-00443,2026-12-22,Green Homes,Project 44,Earthwork,Nos,410,185,150,235,2074,1586,4853,29302,89687,5134,296541,8413.28,4206.64,77991.11,51127.5,562402.53
QTN-00444,2026-02-25,Green Homes,Project 44,Brickwork,Nos,43,334,596,430,1831,9281,3155,33659,54245,13364,464308,11311.52,5655.76,104857.79,68740.11,756141.18
QTN-00445,2026-11-04,SPPS Construction,Project 91,Painting,Nos,337,567,566,800,4741,4548,1037,19058,54396,17805,789426,17613.7,8806.85,163279,107038.45,1177423
QTN-00446,2026-02-21,SPPS Construction,Project 58,Plastering,Nos,73,406,298,350,2466,3169,3626,21560,97006,3435,462468,11689.38,5844.69,108360.55,71036.36,781399.98
QTN-00447,2026-11-14,XYZ Infra,Project 48,Earthwork,Nos,189,66,735,44,2223,3026,3099,5248,53248,4857,287812,7023.3,3511.65,65105.99,42680.59,469486.54
QTN-00448,2026-09-19,Green Homes,Project 83,Plastering,Nos,276,396,444,36,744,7975,3383,31171,40975,16126,341023,8585.9,4292.95,79591.29,52176.51,573941.66
QTN-00449,2026-06-10,SPPS Construction,Project 42,PCC,Nos,165,100,554,897,3246,523,1289,47258,9920,19344,445883,10448.1,5224.05,96853.89,63493.1,698424.14
QTN-00450,2026-07-18,SPPS Construction,Project 92,Earthwork,Nos,173,464,98,562,1832,7612,1825,28620,2571,7923,484201,10466.3,5233.15,97022.6,63603.71,699640.76
QTN-00451,2026-07-19,ABC Builders,Project 66,Flooring,Nos,469,401,634,797,2575,4850,2340,5708,99645,19029,561075,13709.14,6854.57,127083.73,83310.44,916414.88
QTN-00452,2026-07-24,SPPS Construction,Project 71,Flooring,Nos,133,576,237,637,4465,5399,4194,2605,74192,18496,736861,16643.08,8321.54,154281.35,101140,1112539.97
QTN-00453,2026-10-22,ABC Builders,Project 64,Painting,Nos,233,268,679,536,550,1480,2465,150,69761,16159,294795,7617.3,3808.65,70612.37,46290.33,509193.65
QTN-00454,2026-10-22,XYZ Infra,Project 3,Plastering,Nos,438,367,230,777,3958,3259,2502,28032,5112,17709,602214,13061.34,6530.67,121078.62,79373.76,873111.39
QTN-00455,2026-02-11,ABC Builders,Project 55,PCC,Nos,382,31,295,849,477,1922,4348,43277,61245,4412,194929,6077.26,3038.63,56336.2,36931.51,406246.6
QTN-00456,2026-04-17,Green Homes,Project 11,Brickwork,Nos,459,295,578,825,1238,6393,3153,36867,2614,6485,425137,9422.06,4711.03,87342.5,57257.86,629836.44
QTN-00457,2026-03-04,XYZ Infra,Project 36,RCC,Nos,66,541,442,896,4548,2879,420,11758,43959,18867,750882,16509.32,8254.66,153041.4,100327.14,1103598.51
QTN-00458,2026-11-12,XYZ Infra,Project 41,Earthwork,Nos,231,339,154,763,3073,4224,3016,27582,57964,16660,523713,12518.38,6259.19,116045.38,76074.2,836816.15
QTN-00459,2026-12-27,ABC Builders,Project 92,Waterproofing,Nos,342,264,324,133,4406,2525,335,3524,57036,5311,511665,11550.72,5775.36,107075.17,70193.73,772130.98
QTN-00460,2026-06-27,ABC Builders,Project 74,Plastering,Nos,153,174,123,412,3139,6807,3026,40562,74856,9155,430487,11101.2,5550.6,102908.12,67461.99,742081.92
QTN-00461,2026-11-28,SPPS Construction,Project 46,Waterproofing,Nos,350,21,398,503,278,487,2797,16717,42446,4037,129193,3847.86,1923.93,35669.66,23383.45,257217.9
QTN-00462,2026-06-07,XYZ Infra,Project 40,Plastering,Nos,71,37,245,237,2467,1597,3474,10766,26947,18046,265965,6434.48,3217.24,59647.63,39102.33,430125.68
QTN-00463,2026-09-26,Skyline,Project 4,Plastering,Nos,393,108,738,577,3421,6045,4361,5335,55012,9620,486176,11122.86,5561.43,103108.91,67593.62,743529.82
QTN-00464,2026-01-09,XYZ Infra,Project 79,Waterproofing,Nos,455,271,76,19,3730,3506,3766,30774,82019,1210,441874,11117.54,5558.77,103059.6,67561.29,743174.2
QTN-00465,2026-05-16,Skyline,Project 33,RCC,Nos,362,71,681,343,2661,710,4882,34828,69822,9581,337727,9039.16,4519.58,83793.01,54930.98,604240.73
QTN-00466,2026-08-13,Green Homes,Project 66,Flooring,Nos,244,245,361,32,2593,6340,3655,13228,3863,19086,391820,8559.94,4279.97,79350.64,52018.76,572206.31
QTN-00467,2026-11-15,SPPS Construction,Project 44,Plastering,Nos,65,286,656,1,4721,5329,3665,19798,73180,5296,581672,13598.92,6799.46,126061.99,82640.64,909047.01
